"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Licking County,"2021","First Quarter(p)","3635","73319","10.7","845","-2.9","Total, all industries","39089","OH"
Logan County,"2021","First Quarter(p)","968","18111","-2.6","873","0.0","Total, all industries","39091","OH"
Lorain County,"2021","First Quarter(p)","6420","91334","-4.4","892","1.9","Total, all industries","39093","OH"
Lucas County,"2021","First Quarter(p)","10396","192367","-6.2","1047","1.2","Total, all industries","39095","OH"
Madison County,"2021","First Quarter(p)","894","17737","-0.4","873","5.6","Total, all industries","39097","OH"
Mahoning County,"2021","First Quarter(p)","5959","90315","-5.2","819","4.6","Total, all industries","39099","OH"
Marion County,"2021","First Quarter(p)","1216","23504","-2.9","864","3.6","Total, all industries","39101","OH"
Medina County,"2021","First Quarter(p)","4730","57047","-3.3","954","6.6","Total, all industries","39103","OH"
Meigs County,"2021","First Quarter(p)","369","3429","-5.5","632","4.3","Total, all industries","39105","OH"
Mercer County,"2021","First Quarter(p)","1157","19142","-4.2","767","0.3","Total, all industries","39107","OH"
Miami County,"2021","First Quarter(p)","2407","39599","-2.4","875","0.9","Total, all industries","39109","OH"
Monroe County,"2021","First Quarter(p)","375","2990","-2.6","923","12.7","Total, all industries","39111","OH"
Montgomery County,"2021","First Quarter(p)","12402","237927","-5.9","1009","1.7","Total, all industries","39113","OH"
Morgan County,"2021","First Quarter(p)","218","2607","-2.9","770","1.7","Total, all industries","39115","OH"
Morrow County,"2021","First Quarter(p)","519","5147","-3.2","704","-1.0","Total, all industries","39117","OH"
Muskingum County,"2021","First Quarter(p)","1900","32450","-2.3","855","3.5","Total, all industries","39119","OH"
Noble County,"2021","First Quarter(p)","274","2863","-0.6","798","4.3","Total, all industries","39121","OH"
Ottawa County,"2021","First Quarter(p)","1163","11942","-2.0","946","-2.0","Total, all industries","39123","OH"
Paulding County,"2021","First Quarter(p)","405","4617","-4.1","753","-5.0","Total, all industries","39125","OH"
Perry County,"2021","First Quarter(p)","578","5761","-8.6","763","2.0","Total, all industries","39127","OH"
Pickaway County,"2021","First Quarter(p)","1003","14105","1.2","923","2.0","Total, all industries","39129","OH"
Pike County,"2021","First Quarter(p)","546","9461","-0.1","965","1.0","Total, all industries","39131","OH"
Portage County,"2021","First Quarter(p)","3450","51281","-6.2","925","4.9","Total, all industries","39133","OH"
Preble County,"2021","First Quarter(p)","771","10587","0.3","890","2.5","Total, all industries","39135","OH"
Putnam County,"2021","First Quarter(p)","834","11617","-0.2","773","-2.4","Total, all industries","39137","OH"
Richland County,"2021","First Quarter(p)","2791","46809","-4.5","814","2.8","Total, all industries","39139","OH"
Ross County,"2021","First Quarter(p)","1449","28557","-2.1","921","4.0","Total, all industries","39141","OH"
Sandusky County,"2021","First Quarter(p)","1444","24645","-0.4","840","3.7","Total, all industries","39143","OH"
Scioto County,"2021","First Quarter(p)","1412","22961","-2.3","792","6.6","Total, all industries","39145","OH"
Seneca County,"2021","First Quarter(p)","1167","18434","-3.6","785","5.1","Total, all industries","39147","OH"
Shelby County,"2021","First Quarter(p)","1066","26333","-1.8","959","0.5","Total, all industries","39149","OH"
Stark County,"2021","First Quarter(p)","8834","150183","-3.7","890","5.2","Total, all industries","39151","OH"
Summit County,"2021","First Quarter(p)","14925","250049","-5.2","1083","6.0","Total, all industries","39153","OH"
Trumbull County,"2021","First Quarter(p)","4265","57887","-5.9","799","-0.9","Total, all industries","39155","OH"
Tuscarawas County,"2021","First Quarter(p)","2329","34803","-2.3","790","1.4","Total, all industries","39157","OH"
Union County,"2021","First Quarter(p)","1429","32362","-1.2","1208","8.6","Total, all industries","39159","OH"
Van Wert County,"2021","First Quarter(p)","634","10963","-3.5","793","3.1","Total, all industries","39161","OH"
Vinton County,"2021","First Quarter(p)","217","2194","-5.7","716","5.9","Total, all industries","39163","OH"
Warren County,"2021","First Quarter(p)","5636","94089","-1.8","1148","4.8","Total, all industries","39165","OH"
Washington County,"2021","First Quarter(p)","1609","23526","-3.4","952","2.9","Total, all industries","39167","OH"
Wayne County,"2021","First Quarter(p)","2794","45632","-3.3","917","1.9","Total, all industries","39169","OH"
Williams County,"2021","First Quarter(p)","891","16509","-4.4","827","0.6","Total, all industries","39171","OH"
Wood County,"2021","First Quarter(p)","3135","65723","-3.1","975","4.4","Total, all industries","39173","OH"
Wyandot County,"2021","First Quarter(p)","547","9140","-5.0","865","-1.8","Total, all industries","39175","OH"
 
