"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Mitchell County,"2021","First Quarter(p)","262","3053","-0.6","735","2.2","Total, all industries","20123","KS"
Montgomery County,"2021","First Quarter(p)","1805","14044","-2.2","709","-3.9","Total, all industries","20125","KS"
Morris County,"2021","First Quarter(p)","155","1574","2.2","621","-1.7","Total, all industries","20127","KS"
Morton County,"2021","First Quarter(p)","95","820","1.7","708","6.1","Total, all industries","20129","KS"
Nemaha County,"2021","First Quarter(p)","400","5150","0.7","769","2.8","Total, all industries","20131","KS"
Neosho County,"2021","First Quarter(p)","473","6078","-2.8","742","2.5","Total, all industries","20133","KS"
Ness County,"2021","First Quarter(p)","146","1007","-8.6","725","1.5","Total, all industries","20135","KS"
Norton County,"2021","First Quarter(p)","194","2215","-3.3","752","-1.2","Total, all industries","20137","KS"
Osage County,"2021","First Quarter(p)","315","2746","1.2","598","2.7","Total, all industries","20139","KS"
Osborne County,"2021","First Quarter(p)","181","1359","-1.9","662","-2.8","Total, all industries","20141","KS"
Ottawa County,"2021","First Quarter(p)","161","1188","-3.7","630","7.5","Total, all industries","20143","KS"
Pawnee County,"2021","First Quarter(p)","197","2647","1.0","750","-0.7","Total, all industries","20145","KS"
Phillips County,"2021","First Quarter(p)","225","2272","-2.4","721","0.8","Total, all industries","20147","KS"
Pottawatomie County,"2021","First Quarter(p)","667","9692","0.4","808","2.4","Total, all industries","20149","KS"
Pratt County,"2021","First Quarter(p)","347","4378","-3.7","783","3.3","Total, all industries","20151","KS"
Rawlins County,"2021","First Quarter(p)","125","1038","5.2","679","8.8","Total, all industries","20153","KS"
Reno County,"2021","First Quarter(p)","1603","25799","-1.4","763","2.4","Total, all industries","20155","KS"
Republic County,"2021","First Quarter(p)","216","1753","-2.3","604","5.8","Total, all industries","20157","KS"
Rice County,"2021","First Quarter(p)","325","3647","-0.4","721","-4.4","Total, all industries","20159","KS"
Riley County,"2021","First Quarter(p)","1739","27387","-4.8","813","6.1","Total, all industries","20161","KS"
Rooks County,"2021","First Quarter(p)","196","1700","-3.2","665","-1.3","Total, all industries","20163","KS"
Rush County,"2021","First Quarter(p)","105","971","-4.1","627","-1.9","Total, all industries","20165","KS"
Russell County,"2021","First Quarter(p)","286","2314","-4.5","692","3.6","Total, all industries","20167","KS"
Saline County,"2021","First Quarter(p)","1460","27977","-1.7","793","1.9","Total, all industries","20169","KS"
Scott County,"2021","First Quarter(p)","258","2247","2.4","777","-1.3","Total, all industries","20171","KS"
Sedgwick County,"2021","First Quarter(p)","12764","241478","-5.9","971","-4.1","Total, all industries","20173","KS"
Seward County,"2021","First Quarter(p)","558","11187","3.3","1065","9.2","Total, all industries","20175","KS"
Shawnee County,"2021","First Quarter(p)","5008","94236","-1.2","967","1.8","Total, all industries","20177","KS"
Sheridan County,"2021","First Quarter(p)","132","1011","2.3","753","8.2","Total, all industries","20179","KS"
Sherman County,"2021","First Quarter(p)","259","2345","-1.7","698","7.9","Total, all industries","20181","KS"
Smith County,"2021","First Quarter(p)","146","1284","-2.7","632","3.3","Total, all industries","20183","KS"
Stafford County,"2021","First Quarter(p)","173","1191","-2.1","692","11.6","Total, all industries","20185","KS"
Stanton County,"2021","First Quarter(p)","102","901","0.7","922","13.5","Total, all industries","20187","KS"
Stevens County,"2021","First Quarter(p)","184","1982","-2.9","821","-3.9","Total, all industries","20189","KS"
Sumner County,"2021","First Quarter(p)","557","5982","-10.7","703","0.6","Total, all industries","20191","KS"
Thomas County,"2021","First Quarter(p)","399","3918","-2.1","740","3.6","Total, all industries","20193","KS"
Trego County,"2021","First Quarter(p)","126","1150","-9.9","703","3.2","Total, all industries","20195","KS"
Wabaunsee County,"2021","First Quarter(p)","177","1343","2.4","622","3.8","Total, all industries","20197","KS"
Wallace County,"2021","First Quarter(p)","91","527","0.2","630","4.7","Total, all industries","20199","KS"
Washington County,"2021","First Quarter(p)","286","2097","0.7","575","0.0","Total, all industries","20201","KS"
Wichita County,"2021","First Quarter(p)","110","762","-17.5","797","-9.6","Total, all industries","20203","KS"
Wilson County,"2021","First Quarter(p)","236","3400","-1.1","688","-0.9","Total, all industries","20205","KS"
Woodson County,"2021","First Quarter(p)","94","635","-5.4","593","4.0","Total, all industries","20207","KS"
Wyandotte County,"2021","First Quarter(p)","3454","84203","-6.7","1077","0.0","Total, all industries","20209","KS"
 
